Verse,Text
Ezek 25:7,lākēn  hinnî  nāṭîtî  ʔet  yādî  ʕālêkā  û nətattîkā  lə baz  la  gôyim  wə hikrattîkā  min  hā ʕammîm  wə haʔăbadtîkā  min  hā ʔărāṣôt  ʔašmîdəkā  wə yādaʕtā  kî  ʔănî  yəhwāh
Isa 30:18,wə lākēn  yəḥakkê  yəhwāh  la ḥănanəkem  wə lākēn  yārûm  lə raḥeməkem  kî  ʔĕlōhê  mišpāṭ  yəhwāh  ʔašrê  kol  ḥôkê  lô
1 Sam 26:7,wa yābō  dāwid  wa ʔăbîšay  ʔel  hā ʕām  laylā  wə hinnē  šāʔûl  šōkēb  yāšēn  ba  maʕgāl  wa ḥănîtô  məʕûkā  bā  ʔāreṣ  məraʔăšōtāʸw  wə ʔabnēr  wə hā ʕām  šōkəbîm  səbîbōtāʸw
Ps 78:71,mē ʔaḥar  ʕālôt  hĕbîʔô  li rəʕôt  bə yaʕăqōb  ʕammô  û bə yiśrāʔēl  naḥălātô
1 Sam 21:9,wa yōmer  dāwid  la ʔăḥîmelek  wə ʔîn  yeš  pō  taḥat  yādəkā  ḥănît  ʔô  ḥāreb  kî  gam  ḥarbî  wə gam  kēlay  lō  lāqaḥtî  bə yādî  kî  hāyā  dəbar  ha melek  nāḥûṣ
Amos 5:1,šimʕû  ʔet  ha dābār  ha zê  ʔăšer  ʔānōkî  nōśē  ʕălêkem  qînā  bêt  yiśrāʔēl
Deut 28:56,hā rakkā  bəkā  wə hā ʕănuggā  ʔăšer  lō  nissətā  kap  raglāh  haṣṣēg  ʕal  hā ʔāreṣ  mē hitʕannēg  û mē rōk  tēraʕ  ʕênāh  bə ʔîš  ḥêqāh  û bi bənāh  û bə bittāh
Prov 29:12,mōšēl  maqšîb  ʕal  dəbar  šāqer  kol  məšārətāʸw  rəšāʕîm
Isa 26:13,yəhwāh  ʔĕlōhênû  bəʕālûnû  ʔădōnîm  zûlātekā  lə bad  bəkā  nazkîr  šəmekā
Ps 110:5,ʔădōnāy  ʕal  yəmînəkā  māḥaṣ  bə yôm  ʔappô  məlākîm
Job 31:32,ba  ḥûṣ  lō  yālîn  gēr  dəlātay  lā  ʔōraḥ  ʔeptāḥ
1 Kgs 8:31,ʔēt  ʔăšer  yeḥĕṭā  ʔîš  lə rēʕēhû  wə nāšā  bô  ʔālā  lə haʔălōtô  û bā  ʔālā  li pənê  mizbaḥăkā  ba  bayit  ha zê
Deut 14:16,ʔet  ha kôs  wə ʔet  ha yanšûp  wə ha tinšāmet
Song_of_songs 5:16,ḥikkô  mamətaqqîm  wə kullô  maḥămaddîm  zê  dôdî  wə zê  rēʕî  bənôt  yərûšālāim
Ezra 10:29,û mi bənê  bānî  məšullām  mallûk  wa ʕădāyā  yāšûb  û šəʔāl  wə rāmôt
Ezek 2:3,wa yōmer  ʔēlay  ben  ʔādām  šôlēaḥ  ʔănî  ʔôtəkā  ʔel  bənê  yiśrāʔēl  ʔel  gôyim  ha môrədîm  ʔăšer  mārədû  bî  hēmmā  wa ʔăbôtām  pāšəʕû  bî  ʕad  ʕeṣem  ha yôm  ha zê
Job 24:16,ḥātar  ba  ḥōšek  bāttîm  yômām  ḥittəmû  lāmô  lō  yādəʕû  ʔôr
Isa 43:14,kō  ʔāmar  yəhwāh  gōʔaləkem  qədôš  yiśrāʔēl  ləmaʕanəkem  šillaḥtî  bābelā  wə hôradtî  bārîḥîm  kullām  wə kaśdîm  bo ʔᵒniyyôt  rinnātām
Deut 22:17,wə hinnē  hû  śām  ʕălîlōt  dəbārîm  lē ʔmōr  lō  māṣātî  lə bittəkā  bətûlîm  wə ʔēllê  bətûlê  bittî  û pārəśû  ha śimlā  li pənê  ziqnê  hā ʕîr
Ps 91:14,kî  bî  ḥāšaq  wa ʔăpalləṭēhû  ʔăśaggəbēhû  kî  yādaʕ  šəmî
2 Sam 3:26,wa yēṣē  yôʔāb  mē ʕim  dāwid  wa yišlaḥ  malʔākîm  ʔaḥărê  ʔabnēr  wa yāšibû  ʔōtô  mi bôr  ha sirā  wə dāwid  lō  yādāʕ
Isa 30:15,kî  kō  ʔāmar  ʔădōnāy  yəhwih  qədôš  yiśrāʔēl  bə šûbā  wā naḥat  tiwwāšēʕûn  bə hašqēṭ  û bə biṭḥā  tihyê  gəbûratəkem  wə lō  ʔăbîtem
Ps 104:31,yəhî  kəbôd  yəhwāh  lə ʕôlām  yiśmaḥ  yəhwāh  bə maʕăśāʸw
Gen 25:32,wa yōmer  ʕēśāw  hinnē  ʔānōkî  hôlēk  lā mût  wə lāmmā  zê  lî  bəkōrā
Jer 23:15,lākēn  kō  ʔāmar  yəhwāh  ṣəbāʔôt  ʕal  ha nəbiʔîm  hinnî  maʔăkîl  ʔôtām  laʕănā  wə hišqitîm  mê  rōš  kî  mē ʔēt  nəbîʔê  yərûšālaim  yāṣəʔā  ḥănuppā  lə kol  hā ʔāreṣ
Ps 107:16,kî  šibbar  dalətôt  nəḥōšet  û bərîḥê  barzel  giddēaʕ
2 Kgs 23:20,wa yizbaḥ  ʔet  kol  kōhănê  ha bāmôt  ʔăšer  šām  ʕal  ha mizbəḥôt  wa yiśrōp  ʔet  ʕaṣmôt  ʔādām  ʕălêhem  wa yāšob  yərûšālāim
Gen 35:3,wə nāqûmā  wə naʕălê  bêt ʔēl  wə ʔeʕĕśê  šām  mizbēaḥ  lā  ʔēl  hā ʕōnê  ʔōtî  bə yôm  ṣārātî  wa yəhî  ʕimmādî  ba  derek  ʔăšer  hālākəttî
Gen 30:39,wa yeḥĕmû  ha ṣōn  ʔel  ha maqlôt  wa tēladnā  ha ṣōn  ʕăquddîm  nəquddîm  û ṭəluʔîm
Exod 17:10,wa yaʕaś  yəhôšuaʕ  ka ʔăšer  ʔāmar  lô  mōšê  lə hillāḥēm  ba ʕămālēq  û mōšê  ʔahărōn  wə ḥûr  ʕālû  rōš  ha gibʕā
Isa 24:15,ʕal  kēn  bā  ʔurîm  kabbədû  yəhwāh  bə ʔiyyê  ha yom  šēm  yəhwāh  ʔĕlōhê  yiśrāʔēl
Jer 20:13,šîrû  la yhwāh  hallû  ʔet  yəhwāh  kî  hiṣṣîl  ʔet  nepeš  ʔebyôn  mi yad  mərēʕîm
Zeph 3:16,ba  yôm  ha hû  yēʔāmēr  li yrûšālaim  ʔal  tîrāʔî  ṣiyyôn  ʔal  yirpû  yādāyik
Zech 3:9,kî  hinnē  hā ʔeben  ʔăšer  nātattî  li pənê  yəhôšuaʕ  ʕal  ʔeben  ʔaḥat  šibʕā  ʕênāyim  hinnî  məpattēaḥ  pittuḥāh  nəʔum  yəhwāh  ṣəbāʔôt  û maštî  ʔet  ʕăwōn  hā ʔāreṣ  ha hî  bə yôm  ʔeḥād
Isa 21:7,wə rāʔā  rekeb  ṣemed  pārāšîm  rekeb  ḥămôr  rekeb  gāmāl  wə hiqšîb  qešeb  rab  qāšeb
1 Sam 18:18,wa yōmer  dāwid  ʔel  šāʔûl  mî  ʔānōkî  û mî  ḥayyay  mišpaḥat  ʔābî  bə yiśrāʔēl  kî  ʔêyê  ḥātān  la  melek
Deut 13:11,û səqaltô  bā  ʔăbānîm  wā mēt  kî  biqqēš  lə haddîḥăkā  mē ʕal  yəhwāh  ʔĕlōhêkā  ha môṣîʔăkā  mē ʔereṣ  miṣrayim  mi bêt  ʕăbādîm
Num 21:30,wa nîrām  ʔābad  ḥešbôn  ʕad  dîbôn  wa naššîm  ʕad  nōpaḥ  ʔăšer  ʕad  mêdəbā
Gen 45:3,wa yōmer  yôsēp  ʔel  ʔeḥāʸw  ʔănî  yôsēp  ha ʕôd  ʔābî  ḥāy  wə lō  yākəlû  ʔeḥāʸw  la ʕănôt  ʔōtô  kî  nibhălû  mi pānāʸw
Job 10:19,ka ʔăšer  lō  hāyîtî  ʔêyê  mi beṭen  la  qeber  ʔûbāl
Exod 4:28,wa yaggēd  mōšê  lə ʔahărōn  ʔēt  kol  dibrê  yəhwāh  ʔăšer  šəlāḥô  wə ʔēt  kol  hā ʔōtōt  ʔăšer  ṣiwwāhû
Jer 48:31,ʕal  kēn  ʕal  môʔāb  ʔăyēlîl  û lə môʔāb  kullō  ʔezʕāq  ʔel  ʔanšê  qîr ḥereś  yêgê
Exod 1:19,wa tōmarnā  ha məyallədōt  ʔel  parʕō  kî  lō  ka  nāšîm  ha miṣriyyōt  hā ʕibriyyōt  kî  ḥāyôt  hēnnā  bə ṭerem  tābô  ʔălēhen  ha məyalledet  wə yālādû
2 Chr 23:8,wa yaʕăśû  ha ləwiyyim  wə kol  yəhûdā  kə kōl  ʔăšer  ṣiwwā  yəhôyādāʕ  ha kōhēn  wa yiqḥû  ʔîš  ʔet  ʔănāšāʸw  bāʔê  ha šabbāt  ʕim  yôṣəʔê  ha šabbāt  kî  lō  pāṭar  yəhôyādāʕ  ha kōhēn  ʔet  ha maḥləqôt
Job 3:12,maddûaʕ  qiddəmûnî  birkāyim  û mah  šādayim  kî  ʔînāq
2 Sam 13:18,wə ʕālêhā  kətōnet  passîm  kî  kēn  tilbašnā  bənôt  ha melek  ha bətûlōt  məʕîlîm  wa yōṣē  ʔôtāh  məšārətô  ha ḥûṣ  wə nāʕal  ha delet  ʔaḥărêhā
Isa 13:20,lō  tēšēb  lā neṣaḥ  wə lō  tiškōn  ʕad  dôr  wā dôr  wə lō  yahēl  šām  ʕărābî  wə rōʕîm  lō  yarbiṣû  šām
Micah 4:8,wə ʔattā  migdal ʕēder  ʕōpel  bat  ṣiyyôn  ʕādêkā  tētê  û bāʔā  ha memšālā  hā rišōnā  mamleket  lə bat  yərûšālāim
Deut 4:34,ʔô  hă nissā  ʔĕlōhîm  lā bô  lā qaḥat  lô  gôy  mi qereb  gôy  bə massōt  bə ʔōtōt  û bə môpətîm  û bə milḥāmā  û bə yād  ḥăzāqā  û bi zərôaʕ  nəṭûyā  û bə môrāʔîm  gədōlîm  kə kōl  ʔăšer  ʕāśā  lākem  yəhwāh  ʔĕlōhêkem  bə miṣrayim  lə ʕênêkā
Job 42:3,mî  zê  maʕlîm  ʕēṣā  bəlî  dāʕat  lākēn  higgadtî  wə lō  ʔābîn  niplāʔôt  mimmennî  wə lō  ʔēdāʕ
2 Chr 2:11,wa yōmer  ḥûrām  bārûk  yəhwāh  ʔĕlōhê  yiśrāʔēl  ʔăšer  ʕāśā  ʔet  ha šāmayim  wə ʔet  hā ʔāreṣ  ʔăšer  nātan  lə dāwîd  ha melek  bēn  ḥākām  yôdēaʕ  śēkel  û bînā  ʔăšer  yibnê  bayit  la yhwāh  û bayit  lə maləkûtô
Deut 29:13,wə lō  ʔittəkem  lə baddəkem  ʔānōkî  kōrēt  ʔet  ha bərît  ha zōt  wə ʔet  hā ʔālā  ha zōt
Deut 7:7,lō  mē rubbəkem  mi kol  hā ʕammîm  ḥāšaq  yəhwāh  bākem  wa yibḥar  bākem  kî  ʔattem  ha məʕaṭ  mi kol  hā ʕammîm
Gen 38:15,wa yirʔêā  yəhûdā  wa yaḥšəbêā  lə zônā  kî  kissətā  pānêhā
Isa 41:29,hēn  kullām  ʔāwen  ʔepes  maʕăśêhem  rûaḥ  wā tōhû  niskêhem
Isa 5:23,maṣdîqê  rāšāʕ  ʕēqeb  šōḥad  wə ṣidqat  ṣaddîqîm  yāsîrû  mimmennû
Isa 14:7,nāḥā  šāqəṭā  kol  hā ʔāreṣ  pāṣəḥû  rinnā
Num 10:29,wa yōmer  mōšê  lə ḥōbāb  ben  rəʕûʔēl  ha midyānî  ḥōtēn  mōšê  nōsəʕîm  ʔănaḥnû  ʔel  ha māqôm  ʔăšer  ʔāmar  yəhwāh  ʔōtô  ʔettēn  lākem  ləkā  ʔittānû  wə hēṭabnû  lāk  kî  yəhwāh  dibber  ṭôb  ʕal  yiśrāʔēl
Isa 11:9,lō  yārēʕû  wə lō  yašḥîtû  bə kol  har  qodšî  kî  māləʔā  hā ʔāreṣ  dēʕā  ʔet  yəhwāh  ka  mayim  la  yom  məkassîm
Exod 31:4,la ḥəšōb  maḥăšābōt  la ʕăśôt  ba  zāhāb  û ba  kesep  û ba  nəḥōšet
Num 14:30,ʔim  ʔattem  tābōʔû  ʔel  hā ʔāreṣ  ʔăšer  nāśātî  ʔet  yādî  lə šakkēn  ʔetəkem  bāh  kî  ʔim  kālēb  ben  yəpunnê  wi yhôšuaʕ  bin  nûn
Jer 24:10,wə šillaḥtî  bām  ʔet  ha ḥereb  ʔet  hā rāʕāb  wə ʔet  ha dāber  ʕad  tummām  mē ʕal  hā ʔădāmā  ʔăšer  nātattî  lāhem  wə la ʔăbôtêhem
Gen 30:29,wa yōmer  ʔēlāʸw  ʔattā  yādaʕtā  ʔēt  ʔăšer  ʕăbadtîkā  wə ʔēt  ʔăšer  hāyā  miqnəkā  ʔittî
Lev 9:9,wa yaqribû  bənê  ʔahărōn  ʔet  ha dām  ʔēlāʸw  wa yiṭbōl  ʔeṣbāʕô  ba  dām  wa yittēn  ʕal  qarnôt  ha mizbēaḥ  wə ʔet  ha dām  yāṣaq  ʔel  yəsôd  ha mizbēaḥ
Exod 31:6,wa ʔănî  hinnē  nātattî  ʔittô  ʔēt  ʔohᵒlîʔāb  ben  ʔăḥîsāmāk  lə maṭṭē  dān  û bə lēb  kol  ḥăkam  lēb  nātattî  ḥokmā  wə ʕāśû  ʔēt  kol  ʔăšer  ṣiwwîtikā
1 Chr 2:48,pilegeš  kālēb  maʕăkā  yālad  šeber  wə ʔet  tirḥănā
Job 4:13,bi śəʕippîm  mē ḥezyōnôt  lāyəlā  bi nəpōl  tardēmā  ʕal  ʔănāšîm
1 Sam 20:28,wa yaʕan  yəhônātān  ʔet  šāʔûl  nišʔōl  nišʔal  dāwid  mē ʕimmādî  ʕad  bêt lāḥem
Job 21:3,śāʔûnî  wə ʔānōkî  ʔădabbēr  wə ʔaḥar  dabbərî  talʕîg
1 Chr 25:7,wa yəhî  mispārām  ʕim  ʔăḥêhem  məlummədê  šîr  la yhwāh  kol  ha mēbîn  mātayim  šəmônîm  û šəmônā
Job 33:30,lə hāšîb  napšô  minnî  šāḥat  lē ʔôr  bə ʔôr  ha ḥayyîm
Job 22:8,wə ʔîš  zrôaʕ  lô  hā ʔāreṣ  û nəśû  pānîm  yēšeb  bāh
Ps 97:5,hārîm  ka  dônag  nāmassû  mi li pənê  yəhwāh  mi li pənê  ʔădôn  kol  hā ʔāreṣ
Deut 1:44,wa yēṣē  hā ʔĕmōrî  ha yōšēb  bā  hār  ha hû  li qəratəkem  wa yirdəpû  ʔetəkem  ka ʔăšer  taʕăśênā  ha dəbōrîm  wa yakkətû  ʔetəkem  bə śēʕîr  ʕad  ḥormā
Isa 37:28,wə šibtəkā  wə ṣētəkā  û bôʔăkā  yādāʕəttî  wə ʔēt  hitraggezəkā  ʔēlāy
Deut 13:13,kî  tišmaʕ  bə ʔaḥat  ʕārêkā  ʔăšer  yəhwāh  ʔĕlōhêkā  nōtēn  ləkā  lā šebet  šām  lē ʔmōr
2 Sam 17:1,wa yōmer  ʔăḥîtōpel  ʔel  ʔabšālōm  ʔebḥărā  nā  šənêm  ʕāśār  ʔelep  ʔîš  wə ʔāqûmā  wə ʔerdəpā  ʔaḥărê  dāwid  ha lāyəlā
Ezek 4:16,wa yōmer  ʔēlay  ben  ʔādām  hinnî  šōbēr  maṭṭē  leḥem  bi yrûšālaim  wə ʔākəlû  leḥem  bə mišqāl  û bi dəʔāgā  û mayim  bi məśûrā  û bə šimmāmôn  yištû
Exod 21:16,wə gōnēb  ʔîš  û məkārô  wə nimṣā  bə yādô  môt  yûmāt
Neh 12:25,mattanyā  û baqbuqyā  ʕōbadyā  məšullām  ṭalmôn  ʕaqqûb  šōmərîm  šôʕărîm  mišmār  ba ʔăsuppê  ha šəʕārîm
Isa 59:20,û bā  lə ṣiyyôn  gôʔēl  û lə šābê  pešaʕ  bə yaʕăqōb  nəʔum  yəhwāh
Jer 8:15,qawwē  lə šālôm  wə ʔên  ṭôb  lə ʕēt  marpē  wə hinnē  bəʕātā
1 Sam 25:39,wa yišmaʕ  dāwid  kî  mēt  nābāl  wa yōmer  bārûk  yəhwāh  ʔăšer  rāb  ʔet  rîb  ḥerpātî  mi yad  nābāl  wə ʔet  ʕabdô  ḥāśak  mē rāʕā  wə ʔēt  rāʕat  nābāl  hēšîb  yəhwāh  bə rōšô  wa yišlaḥ  dāwid  wa yədabbēr  ba ʔăbîgayil  lə qaḥtāh  lô  lə ʔiššā
Exod 14:31,wa yar  yiśrāʔēl  ʔet  ha yād  ha gədōlā  ʔăšer  ʕāśā  yəhwāh  bə miṣrayim  wa yîrəʔû  hā ʕām  ʔet  yəhwāh  wa yaʔămînû  ba yhwāh  û bə mōšê  ʕabdô
Gen 4:3,wa yəhî  mi qēṣ  yāmîm  wa yābē  qayin  mi pərî  hā ʔădāmā  minḥā  la yhwāh
Ps 119:30,derek  ʔĕmûnā  bāḥārəttî  mišpāṭêkā  šiwwîtî
Ezek 21:19,wə ʔattā  ben  ʔādām  hinnābē  wə hak  kap  ʔel  kāp  wə tikkāpēl  ḥereb  šəlîšitā  ḥereb  ḥălālîm  hî  ḥereb  ḥālāl  ha gādôl  ha ḥōderet  lāhem
Esth 2:6,ʔăšer  hoglā  mi yrûšālayim  ʕim  ha gōlā  ʔăšer  hoglətā  ʕim  yəkonyā  melek  yəhûdā  ʔăšer  heglā  nəbûkadneṣṣar  melek  bābel
Num 22:21,wa yāqom  bilʕām  ba  bōqer  wa yaḥăbōš  ʔet  ʔătōnô  wa yēlek  ʕim  śārê  môʔāb
2 Sam 20:4,wa yōmer  ha melek  ʔel  ʕămāśā  hazʕeq  lî  ʔet  ʔîš  yəhûdā  šəlōšet  yāmîm  wə ʔattā  pō  ʕămōd
Prov 4:11,bə derek  ḥokmā  hōrētîkā  hidraktîkā  bə maʕgəlê  yōšer
Exod 11:7,û lə kōl  bənê  yiśrāʔēl  lō  yeḥĕraṣ  keleb  ləšōnô  lə mē ʔîš  wə ʕad  bəhēmā  ləmaʕan  tēdəʕûn  ʔăšer  yaplê  yəhwāh  bên  miṣrayim  û bên  yiśrāʔēl
Gen 42:19,ʔim  kēnîm  ʔattem  ʔăḥîkem  ʔeḥād  yēʔāsēr  bə bêt  mišmarəkem  wə ʔattem  ləkû  hābîʔû  šeber  raʕăbôn  bāttêkem
Ps 8:1,la  mənaṣṣēaḥ  ʕal  ha gittît  mizmôr  lə dāwid
Lev 10:17,maddûaʕ  lō  ʔăkaltem  ʔet  ha ḥaṭṭāt  bi məqôm  ha qōdeš  kî  qōdeš  qodāšîm  hiw  wə ʔōtāh  nātan  lākem  lā śēt  ʔet  ʕăwōn  hā ʕēdā  lə kappēr  ʕălêhem  li pənê  yəhwāh
1 Chr 17:1,wa yəhî  ka ʔăšer  yāšab  dāwîd  bə bêtô  wa yōmer  dāwîd  ʔel  nātān  ha nābî  hinnē  ʔānōkî  yôšēb  bə bêt  hā ʔărāzîm  wa ʔărôn  bərît  yəhwāh  taḥat  yərîʕôt
Ps 36:12,ʔal  təbôʔēnî  regel  gaʔăwā  wə yad  ršāʕîm  ʔal  tənidēnî
Ps 22:14,pāṣû  ʕālay  pîhem  ʔaryē  ṭōrēp  wə šōʔēg
Neh 12:6,šəmaʕyā  wə yôyārîb  yədaʕyā
Esth 2:7,wa yəhî  ʔōmēn  ʔet  hădassā  hî  ʔestēr  bat  dōdô  kî  ʔên  lāh  ʔāb  wā ʔēm  wə ha naʕărā  yəpat  tōʔar  wə ṭôbat  marʔê  û bə môt  ʔābîhā  wə ʔimmāh  ləqāḥāh  mordᵒkay  lô  lə bat
Exod 38:9,wa yaʕaś  ʔet  he ḥāṣēr  li pəʔat  negeb  têmānā  qalʕê  he ḥāṣēr  šēš  mošzār  mēʔā  bā  ʔammā
1 Kgs 18:22,wa yōmer  ʔēliyyāhû  ʔel  hā ʕām  ʔănî  nôtartî  nābî  la yhwāh  lə baddî  û nəbîʔê  ha baʕal  ʔarbaʕ  mēʔôt  wa ḥămiššîm  ʔîš
Prov 16:5,tôʕăbat  yhwāh  kol  gəbah  lēb  yād  l yād  lō  yinnāqê
Job 40:20,kî  bûl  hārîm  yiśʔû  lô  wə kol  ḥayyat  ha śādê  yəśaḥăqû  šām
Lam 5:22,kî  ʔim  māʔōs  məʔastānû  qāṣaptā  ʕālênû  ʕad  məʔōd
Num 16:1,wa yiqqaḥ  qōraḥ  ben  yiṣhār  ben  qəhāt  ben  lēwî  wə dātān  wa ʔăbîrām  bənê  ʔĕlîʔāb  wə ʔôn  ben  pelet  bənê  rəʔûbēn
Ezek 11:17,lākēn  ʔĕmōr  kō  ʔāmar  ʔădōnāy  yəhwih  wə qibbaṣtî  ʔetəkem  min  hā ʕammîm  wə ʔāsaptî  ʔetəkem  min  hā ʔărāṣôt  ʔăšer  nəpōṣôtem  bāhem  wə nātattî  lākem  ʔet  ʔadmat  yiśrāʔēl
Jer 51:42,ʕālā  ʕal  bābel  ha yom  ba hămôn  gallāʸw  niksātā
Jer 36:4,wa yiqrā  yirməyāhû  ʔet  bārûk  ben  nēriyyā  wa yiktōb  bārûk  mi pî  yirməyāhû  ʔēt  kol  dibrê  yəhwāh  ʔăšer  dibber  ʔēlāʸw  ʕal  məgillat  sēper
Num 6:26,yiśśā  yəhwāh  pānāʸw  ʔēlêkā  wə yāśēm  ləkā  šālôm
2 Chr 30:22,wa yədabbēr  yəḥizqiyyāhû  ʕal  lēb  kol  ha ləwiyyim  ha maśkîlîm  śēkel  ṭôb  la yhwāh  wa yōkəlû  ʔet  ha môʕēd  šibʕat  ha yāmîm  məzabbəḥîm  zibḥê  šəlāmîm  û mitwaddîm  la yhwāh  ʔĕlōhê  ʔăbôtêhem
Neh 10:39,wə hāyā  ha kōhēn  ben  ʔahărōn  ʕim  ha ləwiyyim  ba ʕəśēr  ha ləwiyyim  wə ha ləwiyyim  yaʕălû  ʔet  maʕăśar  ha maʕăśēr  lə bêt  ʔĕlōhênû  ʔel  ha ləšākôt  lə bêt  hā ʔôṣār
Ps 69:2,hôšîʕēnî  ʔĕlōhîm  kî  bāʔû  mayim  ʕad  nāpeš
Ps 9:18,yāšûbû  rəšāʕîm  li šəʔôlā  kol  gôyim  šəkēḥê  ʔĕlōhîm
Ps 69:1,la  mənaṣṣēaḥ  ʕal  šôšannîm  lə dāwid
Lev 26:30,wə hišmadtî  ʔet  bāmōtêkem  wə hikrattî  ʔet  ḥammānêkem  wə nātattî  ʔet  pigrêkem  ʕal  pigrê  gillûlêkem  wə gāʕălā  napšî  ʔetəkem
Job 37:5,yarʕēm  ʔēl  bə qôlô  niplāʔôt  ʕōśê  gədōlôt  wə lō  nēdāʕ
Ezek 18:28,wa yirʔê  wa yāšob  mi kol  pəšāʕāʸw  ʔăšer  ʕāśā  ḥāyô  yiḥyê  lō  yāmût
Exod 36:34,wə ʔet  ha qərāšîm  ṣippā  zāhāb  wə ʔet  ṭabbəʕōtām  ʕāśā  zāhāb  bāttîm  la  bərîḥim  wa yəṣap  ʔet  ha bərîḥim  zāhāb
Song_of_songs 5:14,yādāʸw  gəlîlê  zāhāb  məmullāʔîm  ba  taršîš  mēʕāʸw  ʕešet  šēn  məʕullepet  sappîrîm
Gen 50:12,wa yaʕăśû  bānāʸw  lô  kēn  ka ʔăšer  ṣiwwām
Num 14:9,ʔak  ba yhwāh  ʔal  timrōdû  wə ʔattem  ʔal  tîrəʔû  ʔet  ʕam  hā ʔāreṣ  kî  laḥmēnû  hēm  sār  ṣillām  mē ʕălêhem  wa yhwāh  ʔittānû  ʔal  tîrāʔum
Isa 34:6,ḥereb  la yhwāh  māləʔā  dām  huddašnā  mē ḥēleb  mi dam  kārîm  wə ʕattûdîm  mē ḥēleb  kilyôt  ʔêlîm  kî  zebaḥ  la yhwāh  bə boṣrā  wə ṭebaḥ  gādôl  bə ʔereṣ  ʔĕdôm
Deut 31:26,lāqōaḥ  ʔēt  sēper  ha tôrā  ha zê  wə śamtem  ʔōtô  mi ṣad  ʔărôn  bərît  yəhwāh  ʔĕlōhêkem  wə hāyā  šām  bəkā  lə ʕēd
Deut 28:21,yadbēq  yəhwāh  bəkā  ʔet  ha dāber  ʕad  kallōtô  ʔōtəkā  mē ʕal  hā ʔădāmā  ʔăšer  ʔattā  bā  šāmmā  lə rištāh
2 Sam 18:4,wa yōmer  ʔălêhem  ha melek  ʔăšer  yîṭab  bə ʕênêkem  ʔeʕĕśê  wa yaʕămōd  ha melek  ʔel  yad  ha šaʕar  wə kol  hā ʕām  yāṣəʔû  lə mēʔôt  wə la ʔălāpîm
Neh 3:36,šəmaʕ  ʔĕlōhênû  kî  hāyînû  bûzā  wə hāšēb  ḥerpātām  ʔel  rōšām  û tənēm  lə bizzā  bə ʔereṣ  šibyā
Ezek 12:25,kî  ʔănî  yəhwāh  ʔădabbēr  ʔēt  ʔăšer  ʔădabbēr  dābār  wə yēʕāśê  lō  timmāšēk  ʕôd  kî  bi ymêkem  bêt  ha merî  ʔădabbēr  dābār  wa ʕăśîtiʸw  nəʔum  ʔădōnāy  yəhwih
1 Sam 2:6,yəhwāh  mēmît  û məḥayyê  môrîd  šəʔôl  wa yāʕal
Hos 12:2,ʔeprayim  rōʕê  rûaḥ  wə rōdēp  qādîm  kol  ha yôm  kāzāb  wā šōd  yarbê  û bərît  ʕim  ʔaššûr  yikrōtû  wə šemen  lə miṣrayim  yûbāl
Jer 10:22,qôl  šəmûʕā  hinnē  bāʔā  wə raʕaš  gādôl  mē ʔereṣ  ṣāpôn  lā śûm  ʔet  ʕārê  yəhûdā  šəmāmā  məʕôn  tannîm
Ps 22:17,kî  səbābûnî  kəlābîm  ʕădat  mrēʕîm  hiqqîpûnî  kā  ʔărî  yāday  wə raglāy
Exod 17:5,wa yōmer  yəhwāh  ʔel  mōšê  ʕăbōr  li pənê  hā ʕām  wə qaḥ  ʔittəkā  mi ziqnê  yiśrāʔēl  û maṭṭəkā  ʔăšer  hikkîtā  bô  ʔet  ha yəʔōr  qaḥ  bə yādəkā  wə hālākəttā
1 Sam 23:10,wa yōmer  dāwid  yəhwāh  ʔĕlōhê  yiśrāʔēl  šāmōaʕ  šāmaʕ  ʕabdəkā  kî  məbaqqēš  šāʔûl  lā bô  ʔel  qəʕîlā  lə šaḥēt  lā  ʕîr  ba ʕăbûrî
Ps 105:24,wa yeper  ʔet  ʕammô  məʔōd  wa yaʕăṣimēhû  mi ṣārāʸw
Isa 21:10,mədušātî  û ben  gornî  ʔăšer  šāmaʕtî  mē ʔēt  yəhwāh  ṣəbāʔôt  ʔĕlōhê  yiśrāʔēl  higgadtî  lākem
Gen 8:18,wa yēṣē  nōaḥ  û bānāʸw  wə ʔištô  û nəšê  bānāʸw  ʔittô
1 Chr 22:17,wa yəṣaw  dāwîd  lə kol  śārê  yiśrāʔēl  la ʕəzōr  li šəlōmō  bənô
Ps 3:1,mizmôr  lə dāwid  bə borḥô  mi pənê  ʔabšālôm  bənô
Num 35:9,wa yədabbēr  yəhwāh  ʔel  mōšê  lē ʔmōr
1 Chr 11:41,ʔûriyyā  ha ḥittî  zābād  ben  ʔaḥlāy
2 Kgs 10:30,wa yōmer  yəhwāh  ʔel  yēhû  yaʕan  ʔăšer  hĕṭîbōtā  la ʕăśôt  ha yāšār  bə ʕênay  kə kōl  ʔăšer  bi ləbābî  ʕāśîtā  lə bêt  ʔaḥʔāb  bənê  rəbiʕîm  yēšəbû  ləkā  ʕal  kissē  yiśrāʔēl
Jer 42:13,wə ʔim  ʔōmərîm  ʔattem  lō  nēšēb  bā  ʔāreṣ  ha zōt  lə biltî  šəmōaʕ  bə qôl  yəhwāh  ʔĕlōhêkem
